"","name.age","year","vaccine","manufacturer","brandname_tradename","cost_type","ave_annual_cost_per_dose","cpi.2023.factor","pce.2023.factor","price.2023","index"
"342","engerixb.ped",2009,"Hepatitis B[5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37,1.456182396,1.284946781,31.11861780252,"CPI"
"343","engerixb.ped",2010,"Hepatitis B[5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37,1.40813949,1.253327775,30.0919409013,"CPI"
"344","engerixb.ped",2011,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37,1.366560793,1.230831663,29.20340414641,"CPI"
"345","engerixb.ped",2012,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37,1.318204705,1.209116085,28.17003454585,"CPI"
"346","engerixb.ped",2013,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37,1.286549488,1.19260628,27.49356255856,"CPI"
"347","engerixb.ped",2014,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37,1.256481647,1.179249503,26.85101279639,"CPI"
"348","engerixb.ped",2015,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37,1.224263268,1.172604446,26.16250603716,"CPI"
"349","engerixb.ped",2016,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",22.1425,1.179598349,1.159171774,26.1192564427325,"CPI"
"350","engerixb.ped",2017,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",22.4,1.150713146,1.142433333,25.7759744704,"CPI"
"351","engerixb.ped",2018,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",22.8892857142857,1.128428703,1.121517041,25.8289269911679,"CPI"
"352","engerixb.ped",2019,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",23.5543406593407,1.097384147,1.102064703,25.848160032598,"CPI"
"353","engerixb.ped",2020,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",24.1966456043956,1.054125819,1.074887409,25.5063088647863,"CPI"
"354","engerixb.ped",2021,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",25.3099505494505,1.041270063,1.04458688,26.3544938031533,"CPI"
"355","engerixb.ped",2022,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",26.0917032967033,1.000724992,1.020084409,26.1106195728598,"CPI"
"356","engerixb.ped",2023,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",27.2708763736264,1,1,27.2708763736264,"CPI"
"357","gardasil9.adult",2015,"HPV-Human Papillomavirus 9 Valent","Merck","gardasil9","cdc",121.64,1.224263268,1.172604446,148.91938391952,"CPI"
"358","gardasil9.adult",2016,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",119.04,1.179598349,1.159171774,140.41938746496,"CPI"
"359","gardasil9.adult",2017,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",116.235494505495,1.150713146,1.142433333,133.753711559283,"CPI"
"360","gardasil9.adult",2018,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",127.388357142857,1.128428703,1.121517041,143.748678628015,"CPI"
"361","gardasil9.adult",2019,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",144.584739010989,1.097384147,1.102064703,158.665000488792,"CPI"
"362","gardasil9.adult",2020,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",140.587,1.054125819,1.074887409,148.196386515753,"CPI"
"363","gardasil9.adult",2021,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",150.232708791209,1.041270063,1.04458688,156.432822147683,"CPI"
"364","gardasil9.adult",2022,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",162.179651098901,1.000724992,1.020084409,162.297230048511,"CPI"
"365","gardasil9.adult",2023,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",171.482326923077,1,1,171.482326923077,"CPI"
"366","gardasil9.adult",2015,"HPV-Human Papillomavirus 9 Valent","Merck","gardasil9","private",167.560819672131,1.224263268,1.172604446,205.138556680562,"CPI"
"367","gardasil9.adult",2016,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",182.951648351648,1.179598349,1.159171774,215.809462342433,"CPI"
"368","gardasil9.adult",2017,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",197.366373626374,1.150713146,1.142433333,227.112080710216,"CPI"
"369","gardasil9.adult",2018,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",205.811538461538,1.128428703,1.121517041,232.243647408588,"CPI"
"370","gardasil9.adult",2019,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",220.707090659341,1.097384147,1.102064703,242.200462420052,"CPI"
"371","gardasil9.adult",2020,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",227.931,1.054125819,1.074887409,240.267952050489,"CPI"
"372","gardasil9.adult",2021,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",237.882804945055,1.041270063,1.04458688,247.700243291754,"CPI"
"373","gardasil9.adult",2022,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",256.324293956044,1.000724992,1.020084409,256.510127018568,"CPI"
"374","gardasil9.adult",2023,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",268.709126373626,1,1,268.709126373626,"CPI"
"375","gardasil9.ped",2015,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",134.26,1.224263268,1.172604446,164.36958636168,"CPI"
"376","gardasil9.ped",2016,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",137.019642857143,1.179598349,1.159171774,161.628144494855,"CPI"
"377","gardasil9.ped",2017,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",148.939450549451,1.150713146,1.142433333,171.38658370527,"CPI"
"378","gardasil9.ped",2018,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",163.190137362637,1.128428703,1.121517041,184.148435046513,"CPI"
"379","gardasil9.ped",2019,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",174.802527472527,1.097384147,1.102064703,191.825522503884,"CPI"
"380","gardasil9.ped",2020,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",184.7925,1.054125819,1.074887409,194.794545407557,"CPI"
"381","gardasil9.ped",2021,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",194.018076923077,1.041270063,1.04458688,202.025215180831,"CPI"
"382","gardasil9.ped",2022,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",205.149725274725,1.000724992,1.020084409,205.298457184352,"CPI"
"383","gardasil9.ped",2023,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",220.530549450549,1,1,220.530549450549,"CPI"
"384","gardasil9.ped",2015,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",166.07598540146,1.224263268,1.172604446,203.320728623912,"CPI"
"385","gardasil9.ped",2016,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",182.951648351648,1.179598349,1.159171774,215.809462342433,"CPI"
"386","gardasil9.ped",2017,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",197.366373626374,1.150713146,1.142433333,227.112080710216,"CPI"
"387","gardasil9.ped",2018,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",205.811538461538,1.128428703,1.121517041,232.243647408588,"CPI"
"388","gardasil9.ped",2019,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",220.707090659341,1.097384147,1.102064703,242.200462420052,"CPI"
"389","gardasil9.ped",2020,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",227.931,1.054125819,1.074887409,240.267952050489,"CPI"
"390","gardasil9.ped",2021,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",238.010552197802,1.041270063,1.04458688,247.83326268167,"CPI"
"391","gardasil9.ped",2022,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",256.324293956044,1.000724992,1.020084409,256.510127018568,"CPI"
"392","gardasil9.ped",2023,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",268.709126373626,1,1,268.709126373626,"CPI"
"393","havrix.adult",2001,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","cdc",16.82,2.005208359,1.650056811,33.72760459838,"CPI"
"394","havrix.adult",2002,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","cdc",16.82,1.91488155,1.608721162,32.208307671,"CPI"
"395","havrix.adult",2003,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","cdc",16.8557692307692,1.841234325,1.549860719,31.0354208819712,"CPI"
"396","havrix.adult",2004,"Hepatitis A Adult","GlaxoSmithKline","havrix","cdc",17.75,1.763561813,1.494470898,31.30322218075,"CPI"
"397","havrix.adult",2005,"Hepatitis
A Adult","GlaxoSmithKline","havrix","cdc",18.4876373626374,1.692177276,1.448428295,31.2843598319835,"CPI"
"398","havrix.adult",2006,"Hepatitis A Adult•","GlaxoSmithKline","havrix","cdc",18.842032967033,1.626911236,1.40572577,30.6543151431484,"CPI"
"399","havrix.adult",2007,"Hepatitis A Adult•","GlaxoSmithKline","havrix","cdc",19.0446428571429,1.557985358,1.355553446,29.6712747197679,"CPI"
"400","havrix.adult",2008,"Hepatitis A Adult•","GlaxoSmithKline","havrix","cdc",18.895,1.502325779,1.319923438,28.386445594205,"CPI"
"401","havrix.adult",2009,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",19.7636263736264,1.456182396,1.284946781,28.779444806396,"CPI"
"402","havrix.adult",2010,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",21.0927472527473,1.40813949,1.253327775,29.7015303591824,"CPI"
"403","havrix.adult",2011,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",21.2388461538462,1.366560793,1.230831663,29.024174442405,"CPI"
"404","havrix.adult",2012,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",21.1944230769231,1.318204705,1.209116085,27.9385882197606,"CPI"
"405","havrix.adult",2013,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",23.3043681318681,1.286549488,1.19260628,29.9822228882185,"CPI"
"406","havrix.adult",2014,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",25.3670054945055,1.256481647,1.179249503,31.8731768431943,"CPI"
"407","havrix.adult",2015,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",25.73,1.224263268,1.172604446,31.50029388564,"CPI"
"408","havrix.adult",2016,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",25.7246428571429,1.179598349,1.159171774,30.3447462429004,"CPI"
"409","havrix.adult",2017,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",25.7407142857143,1.150713146,1.142433333,29.6201783160014,"CPI"
"410","havrix.adult",2018,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",27.005,1.128428703,1.121517041,30.473217124515,"CPI"
"411","havrix.adult",2019,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",29.5258076923077,1.097384147,1.102064703,32.4011532889091,"CPI"
"412","havrix.adult",2020,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",32.2824313186813,1.054125819,1.074887409,34.0297443531162,"CPI"
"413","havrix.adult",2021,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",34.7578708791209,1.041270063,1.04458688,36.1923304000481,"CPI"
"414","havrix.adult",2022,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",37.6073131868132,1.000724992,1.020084409,37.6345781880151,"CPI"
"415","havrix.adult",2023,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",38.569,1,1,38.569,"CPI"
"416","havrix.adult",2001,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","private",59.45,2.005208359,1.650056811,119.20963694255,"CPI"
"417","havrix.adult",2002,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","private",59.45,1.91488155,1.608721162,113.8397081475,"CPI"
"418","havrix.adult",2003,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","private",57.7843406593407,1.841234325,1.549860719,106.394511469471,"CPI"
"419","havrix.adult",2004,"Hepatitis A Adult","GlaxoSmithKline","havrix","private",52.4,1.763561813,1.494470898,92.4106390012,"CPI"
"420","havrix.adult",2005,"Hepatitis
A Adult","GlaxoSmithKline","havrix","private",56.1078571428571,1.692177276,1.448428295,94.9444408621972,"CPI"
"421","havrix.adult",2006,"Hepatitis A Adult•","GlaxoSmithKline","havrix","private",55.3428846153846,1.626911236,1.40572577,90.0379608134208,"CPI"
"422","havrix.adult",2007,"Hepatitis A Adult•","GlaxoSmithKline","havrix","private",54.98,1.557985358,1.355553446,85.65803498284,"CPI"
"423","havrix.adult",2008,"Hepatitis A Adult•","GlaxoSmithKline","havrix","private",56.5173076923077,1.502325779,1.319923438,84.9074083058288,"CPI"
"424","havrix.adult",2009,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",60.8886263736264,1.456182396,1.284946781,88.664945841896,"CPI"
"425","havrix.adult",2010,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.1,1.40813949,1.253327775,88.853601819,"CPI"
"426","havrix.adult",2011,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.1272527472527,1.366560793,1.230831663,86.2672285741971,"CPI"
"427","havrix.adult",2012,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.7131868131868,1.318204705,1.209116085,83.9870226276868,"CPI"
"428","havrix.adult",2013,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.6450549450549,1.286549488,1.19260628,81.8825128532923,"CPI"
"429","havrix.adult",2014,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.6689010989011,1.256481647,1.179249503,79.9988057154274,"CPI"
"430","havrix.adult",2015,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.7131868131868,1.224263268,1.172604446,78.0017143026066,"CPI"
"431","havrix.adult",2016,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.7217032967033,1.179598349,1.159171774,75.1660160042591,"CPI"
"432","havrix.adult",2017,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",64.6762912087912,1.150713146,1.142433333,74.4238585284803,"CPI"
"433","havrix.adult",2018,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",66.6,1.128428703,1.121517041,75.1533516198,"CPI"
"434","havrix.adult",2019,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",68.560521978022,1.097384147,1.102064703,75.2372299287264,"CPI"
"435","havrix.adult",2020,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",70.4162197802198,1.054125819,1.074887409,74.2275553467082,"CPI"
"436","havrix.adult",2021,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",73.5698543956044,1.041270063,1.04458688,76.6060869214118,"CPI"
"437","havrix.adult",2022,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",75.219021978022,1.000724992,1.020084409,75.2735551672039,"CPI"
"438","havrix.adult",2023,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",79.4493543956044,1,1,79.4493543956044,"CPI"
"439","havrix.ped",2001,"Hepatitis A Pediatric¤","GlaxoSmithKline","havrix","cdc",11.15,2.005208359,1.650056811,22.35807320285,"CPI"
"440","havrix.ped",2002,"Hepatitis A Pediatric¤","GlaxoSmithKline","havrix","cdc",11.15,1.91488155,1.608721162,21.3509292825,"CPI"
"441","havrix.ped",2003,"Hepatitis A Pediatric¤","GlaxoSmithKline","havrix","cdc",11.2266483516484,1.841234325,1.549860719,20.6708902997596,"CPI"
"442","havrix.ped",2004,"Hepatitis A Pediatric","GlaxoSmithKline","havrix","cdc",11.15,1.763561813,1.494470898,19.66371421495,"CPI"
"443","havrix.ped",2005,"Hepatitis A Pediatric","GlaxoSmithKline","havrix","cdc",12.2281593406593,1.692177276,1.448428295,20.6922133635709,"CPI"
"444","havrix.ped",2006,"Hepatitis A Pediatric•","GlaxoSmithKline","havrix","cdc",12.2075549450549,1.626911236,1.40572577,19.8606083041973,"CPI"
"445","havrix.ped",2007,"Hepatitis A Pediatric•","GlaxoSmithKline","havrix","cdc",12.25,1.557985358,1.355553446,19.0853206355,"CPI"
"446","havrix.ped",2008,"Hepatitis A Pediatric•","GlaxoSmithKline","havrix","cdc",12.25,1.502325779,1.319923438,18.40349079275,"CPI"
"447","havrix.ped",2009,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",12.6195054945055,1.456182396,1.284946781,18.3763017473242,"CPI"
"448","havrix.ped",2010,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",13.1195054945055,1.40813949,1.253327775,18.4740937760852,"CPI"
"449","havrix.ped",2011,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",14.0054945054945,1.366560793,1.230831663,19.1393596777857,"CPI"
"450","havrix.ped",2012,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",14.6416483516484,1.318204705,1.209116085,19.3006897460984,"CPI"
"451","havrix.ped",2013,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",15.4223076923077,1.286549488,1.19260628,19.8415620653169,"CPI"
"452","havrix.ped",2014,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",16.0214285714286,1.256481647,1.179249503,20.1306309587214,"CPI"
"453","havrix.ped",2015,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",16.7973626373626,1.224263268,1.172604446,20.5643940761987,"CPI"
"454","havrix.ped",2016,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",17.625,1.179598349,1.159171774,20.790420901125,"CPI"
"455","havrix.ped",2017,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",18.4651648351648,1.150713146,1.142433333,21.2481079188811,"CPI"
"456","havrix.ped",2018,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",19.3574725274725,1.128428703,1.121517041,21.843527617534,"CPI"
"457","havrix.ped",2019,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",20.2875824175824,1.097384147,1.102064703,22.2632713260109,"CPI"
"458","havrix.ped",2020,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",20.96475,1.054125819,1.074887409,22.0994842638802,"CPI"
"459","havrix.ped",2021,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",21.5729285714286,1.041270063,1.04458688,22.4632446926659,"CPI"
"460","havrix.ped",2022,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",22.197478021978,1.000724992,1.020084409,22.2135710159641,"CPI"
"461","havrix.ped",2023,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",22.8407802197802,1,1,22.8407802197802,"CPI"
"462","havrix.ped",2001,"Hepatitis A Pediatric¤","GlaxoSmithKline","havrix","private",29.73,2.005208359,1.650056811,59.61484451307,"CPI"
"463","havrix.ped",2002,"Hepatitis A Pediatric¤","GlaxoSmithKline","havrix","private",29.73,1.91488155,1.608721162,56.9294284815,"CPI"
"464","havrix.ped",2003,"Hepatitis A Pediatric¤","GlaxoSmithKline","havrix","private",28.8818131868132,1.841234325,1.549860719,53.1781858077981,"CPI"
"465","havrix.ped",2004,"Hepatitis A Pediatric","GlaxoSmithKline","havrix","private",26.14,1.763561813,1.494470898,46.09950579182,"CPI"
"466","havrix.ped",2005,"Hepatitis A Pediatric","GlaxoSmithKline","havrix","private",28.588956043956,1.692177276,1.448428295,48.3775817621453,"CPI"
"467","havrix.ped",2006,"Hepatitis A Pediatric•","GlaxoSmithKline","havrix","private",28.3636538461538,1.626911236,1.40572577,46.1451471363223,"CPI"
"468","havrix.ped",2007,"Hepatitis A Pediatric•","GlaxoSmithKline","havrix","private",28.74,1.557985358,1.355553446,44.77649918892,"CPI"
"469","havrix.ped",2008,"Hepatitis A Pediatric•","GlaxoSmithKline","havrix","private",28.3819230769231,1.502325779,1.319923438,42.6388946960565,"CPI"
"470","havrix.ped",2009,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",27.6401923076923,1.456182396,1.284946781,40.2491614605161,"CPI"
"471","havrix.ped",2010,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",28.74,1.40813949,1.253327775,40.4699289426,"CPI"
"472","havrix.ped",2011,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",28.74,1.366560793,1.230831663,39.27495719082,"CPI"
"473","havrix.ped",2012,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",28.74,1.318204705,1.209116085,37.8852032217,"CPI"
"474","havrix.ped",2013,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",28.74,1.286549488,1.19260628,36.97543228512,"CPI"
"475","havrix.ped",2014,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",28.74,1.256481647,1.179249503,36.11128253478,"CPI"
"476","havrix.ped",2015,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",28.74,1.224263268,1.172604446,35.18532632232,"CPI"
"477","havrix.ped",2016,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",29.79,1.179598349,1.159171774,35.14023481671,"CPI"
"478","havrix.ped",2017,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",30.14,1.150713146,1.142433333,34.68249422044,"CPI"
"479","havrix.ped",2018,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",31.5024725274725,1.128428703,1.121517041,35.548294215469,"CPI"
"480","havrix.ped",2019,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",32.6575824175824,1.097384147,1.102064703,35.8379132244009,"CPI"
"481","havrix.ped",2020,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",33.2899010989011,1.054125819,1.074887409,35.0917442603081,"CPI"
"482","havrix.ped",2021,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",34.7624313186813,1.041270063,1.04458688,36.1970790492365,"CPI"
"483","havrix.ped",2022,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",35.6170604395604,1.000724992,1.020084409,35.6428825234426,"CPI"
"484","havrix.ped",2023,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","private",36.8342362637363,1,1,36.8342362637363,"CPI"
"485","heplisavb.adult",2018,"Hepatitis B Adult [5]","Dynavax","heplisavb","cdc",69.75,1.128428703,1.121517041,78.70790203425,"CPI"
"486","heplisavb.adult",2019,"Hepatitis B Adult [5]","Dynavax","heplisavb","cdc",69.75,1.097384147,1.102064703,76.54254425325,"CPI"
"487","heplisavb.adult",2020,"Hepatitis B Adult [5]","Dynavax","heplisavb","cdc",71.4,1.054125819,1.074887409,75.2645834766,"CPI"
"488","heplisavb.adult",2021,"Hepatitis B Adult [5]","Dynavax","heplisavb","cdc",74.0001923076923,1.041270063,1.04458688,77.0541849062429,"CPI"
"489","heplisavb.adult",2022,"Hepatitis B Adult [5]","Dynavax","heplisavb","cdc",74.94,1.000724992,1.020084409,74.99433090048,"CPI"
"490","heplisavb.adult",2023,"Hepatitis B Adult [5]","Dynavax","heplisavb","cdc",74.94,1,1,74.94,"CPI"
"491","heplisavb.adult",2018,"Hepatitis B Adult [5]","Dynavax","heplisavb","private",115.75,1.128428703,1.121517041,130.61562237225,"CPI"
"492","heplisavb.adult",2019,"Hepatitis B Adult [5]","Dynavax","heplisavb","private",115.75,1.097384147,1.102064703,127.02221501525,"CPI"
"493","heplisavb.adult",2020,"Hepatitis B Adult [5]","Dynavax","heplisavb","private",117.563186813187,1.054125819,1.074887409,123.926390583701,"CPI"
"494","heplisavb.adult",2021,"Hepatitis B Adult [5]","Dynavax","heplisavb","private",123.889423076923,1.041270063,1.04458688,129.002347372341,"CPI"
"495","heplisavb.adult",2022,"Hepatitis B Adult [5]","Dynavax","heplisavb","private",130.346016483516,1.000724992,1.020084409,130.440516302699,"CPI"
"496","heplisavb.adult",2023,"Hepatitis B Adult [5]","Dynavax","heplisavb","private",137.39271978022,1,1,137.39271978022,"CPI"
"497","hiberix.ped",2009,"Hib [5]","GlaxoSmithKline","hiberix","cdc",8.66,1.456182396,1.284946781,12.61053954936,"CPI"
"498","hiberix.ped",2010,"Hib [5]","GlaxoSmithKline","hiberix","cdc",8.66,1.40813949,1.253327775,12.1944879834,"CPI"
"499","hiberix.ped",2011,"Hib [5]","GlaxoSmithKline","hiberix","cdc",8.90175824175824,1.366560793,1.230831663,12.1647938019514,"CPI"
"500","hiberix.ped",2012,"Hib [5]","GlaxoSmithKline","hiberix","cdc",8.98,1.318204705,1.209116085,11.8374782509,"CPI"
"501","hiberix.ped",2013,"Hib [5]","GlaxoSmithKline","hiberix","cdc",8.98,1.286549488,1.19260628,11.55321440224,"CPI"
"502","hiberix.ped",2014,"Hib [5]","GlaxoSmithKline","hiberix","cdc",8.98,1.256481647,1.179249503,11.28320519006,"CPI"
"503","hiberix.ped",2015,"Hib [5]","GlaxoSmithKline","hiberix","cdc",8.98,1.224263268,1.172604446,10.99388414664,"CPI"
"504","hiberix.ped",2016,"Hib [5]","GlaxoSmithKline","hiberix","cdc",9.17912087912088,1.179598349,1.159171774,10.8276758342824,"CPI"
"505","hiberix.ped",2017,"Hib [5]","GlaxoSmithKline","hiberix","cdc",9.46,1.150713146,1.142433333,10.88574636116,"CPI"
"506","hiberix.ped",2018,"Hib [5]","GlaxoSmithKline","hiberix","cdc",9.60302197802198,1.128428703,1.121517041,10.8363256355398,"CPI"
"507","hiberix.ped",2019,"Hib [5]","GlaxoSmithKline","hiberix","cdc",9.50697802197802,1.097384147,1.102064703,10.4328069671961,"CPI"
"508","hiberix.ped",2020,"Hib [5]","GlaxoSmithKline","hiberix","cdc",9.46,1.054125819,1.074887409,9.97203024774,"CPI"
"509","hiberix.ped",2021,"Hib [5]","GlaxoSmithKline","hiberix","cdc",9.58119230769231,1.041270063,1.04458688,9.97660871784589,"CPI"
"510","hiberix.ped",2022,"Hib [5]","GlaxoSmithKline","hiberix","cdc",9.98834065934066,1.000724992,1.020084409,9.99558212641196,"CPI"
"511","hiberix.ped",2023,"Hib [5]","GlaxoSmithKline","hiberix","cdc",10.6020494505494,1,1,10.6020494505494,"CPI"
"512","hiberix.ped",2009,"Hib [5]","GlaxoSmithKline","hiberix","private",22.83,1.456182396,1.284946781,33.24464410068,"CPI"
"513","hiberix.ped",2010,"Hib [5]","GlaxoSmithKline","hiberix","private",22.83,1.40813949,1.253327775,32.1478245567,"CPI"
"514","hiberix.ped",2011,"Hib [5]","GlaxoSmithKline","hiberix","private",22.83,1.366560793,1.230831663,31.19858290419,"CPI"
"515","hiberix.ped",2012,"Hib [5]","GlaxoSmithKline","hiberix","private",22.83,1.318204705,1.209116085,30.09461341515,"CPI"
"516","hiberix.ped",2013,"Hib [5]","GlaxoSmithKline","hiberix","private",22.83,1.286549488,1.19260628,29.37192481104,"CPI"
"517","hiberix.ped",2014,"Hib [5]","GlaxoSmithKline","hiberix","private",22.83,1.256481647,1.179249503,28.68547600101,"CPI"
"518","hiberix.ped",2015,"Hib [5]","GlaxoSmithKline","hiberix","private",22.83,1.224263268,1.172604446,27.94993040844,"CPI"
