"","name.age","year","vaccine","manufacturer","brandname_tradename","cost_type","ave_annual_cost_per_dose"
"208","boostrix.ped",2013,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"209","boostrix.ped",2014,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"210","boostrix.ped",2015,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",37.55
"211","boostrix.ped",2016,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",38.345
"212","boostrix.ped",2017,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",38.977967032967
"213","boostrix.ped",2018,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",39.8769230769231
"214","boostrix.ped",2019,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",40.9081318681319
"215","boostrix.ped",2020,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",41.6745274725275
"216","boostrix.ped",2021,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",43.4585467032967
"217","boostrix.ped",2022,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",44.4936538461538
"218","boostrix.ped",2023,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix","private",45.9682445054945
"219","daptacel.ped",2003,"DTaP/¤","Aventis
Pasteur","daptacel","cdc",12.75
"220","daptacel.ped",2004,"DTaP/","Aventis Pasteur","daptacel","cdc",12.75
"221","daptacel.ped",2005,"DTaP/","Aventis
Pasteur","daptacel","cdc",12.75
"222","daptacel.ped",2006,"DTaP/","sanofi pasteur","daptacel","cdc",12.75
"223","daptacel.ped",2007,"DTaP/","sanofi pasteur","daptacel","cdc",13.0535714285714
"224","daptacel.ped",2008,"DTaP/","sanofi pasteur","daptacel","cdc",13.25
"225","daptacel.ped",2009,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",13.6195054945055
"226","daptacel.ped",2010,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",14.489010989011
"227","daptacel.ped",2011,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",14.421978021978
"228","daptacel.ped",2012,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",14.8653846153846
"229","daptacel.ped",2013,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",15.286043956044
"230","daptacel.ped",2014,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",15.38
"231","daptacel.ped",2015,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",15.8768131868132
"232","daptacel.ped",2016,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",16.5575
"233","daptacel.ped",2017,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",17.0513186813187
"234","daptacel.ped",2018,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",17.4987362637363
"235","daptacel.ped",2019,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",17.9570164835165
"236","daptacel.ped",2020,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",18.42725
"237","daptacel.ped",2021,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",19.0398021978022
"238","daptacel.ped",2022,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",19.7123626373626
"239","daptacel.ped",2023,"DTaP [1]","Sanofi Pasteur","daptacel","cdc",20.5439230769231
"240","daptacel.ped",2003,"DTaP/¤","Aventis
Pasteur","daptacel","private",20.752582781457
"241","daptacel.ped",2004,"DTaP/","Aventis Pasteur","daptacel","private",22.04
"242","daptacel.ped",2005,"DTaP/","Aventis
Pasteur","daptacel","private",22.04
"243","daptacel.ped",2006,"DTaP/","sanofi pasteur","daptacel","private",22.04
"244","daptacel.ped",2007,"DTaP/","sanofi pasteur","daptacel","private",22.04
"245","daptacel.ped",2008,"DTaP/","sanofi pasteur","daptacel","private",22.04
"246","daptacel.ped",2009,"DTaP [1]","Sanofi Pasteur","daptacel","private",22.9348076923077
"247","daptacel.ped",2010,"DTaP [1]","Sanofi Pasteur","daptacel","private",23.7353763736264
"248","daptacel.ped",2011,"DTaP [1]","Sanofi Pasteur","daptacel","private",24.4
"249","daptacel.ped",2012,"DTaP [1]","Sanofi Pasteur","daptacel","private",25.2777747252747
"250","daptacel.ped",2013,"DTaP [1]","Sanofi Pasteur","daptacel","private",25.8567857142857
"251","daptacel.ped",2014,"DTaP [1]","Sanofi Pasteur","daptacel","private",25.98
"252","daptacel.ped",2015,"DTaP [1]","Sanofi Pasteur","daptacel","private",27.0653846153846
"253","daptacel.ped",2016,"DTaP [1]","Sanofi Pasteur","daptacel","private",28.41
"254","daptacel.ped",2017,"DTaP [1]","Sanofi Pasteur","daptacel","private",29.1956593406593
"255","daptacel.ped",2018,"DTaP [1]","Sanofi Pasteur","daptacel","private",30
"256","daptacel.ped",2019,"DTaP [1]","Sanofi Pasteur","daptacel","private",30.8376923076923
"257","daptacel.ped",2020,"DTaP [1]","Sanofi Pasteur","daptacel","private",31.7
"258","daptacel.ped",2021,"DTaP [1]","Sanofi Pasteur","daptacel","private",32.88
"259","daptacel.ped",2022,"DTaP [1]","Sanofi Pasteur","daptacel","private",33.835989010989
"260","daptacel.ped",2023,"DTaP [1]","Sanofi Pasteur","daptacel","private",35.6091620879121
"261","dengvaxia.ped",2022,"Dengue Tetravalent Vaccine, Live [7]","Sanofi Pasteur","dengvaxia","cdc",94.05
"262","dengvaxia.ped",2023,"Dengue Tetravalent Vaccine, Live [7]","Sanofi Pasteur","dengvaxia","cdc",95.4651648351648
"263","dengvaxia.ped",2022,"Dengue Tetravalent Vaccine, Live [7]","Sanofi Pasteur","dengvaxia","private",99
"264","dengvaxia.ped",2023,"Dengue Tetravalent Vaccine, Live [7]","Sanofi Pasteur","dengvaxia","private",100.811373626374
"265","engerixb.adult",2001,"Hepatitis
B-Adult•","GlaxoSmithKline","engerixb","cdc",23.25
"266","engerixb.adult",2002,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","cdc",23.25
"267","engerixb.adult",2003,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","cdc",24.0630769230769
"268","engerixb.adult",2004,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","cdc",24.2328571428571
"269","engerixb.adult",2005,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","cdc",24.25
"270","engerixb.adult",2006,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","cdc",24.7032967032967
"271","engerixb.adult",2007,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","cdc",24.9735714285714
"272","engerixb.adult",2008,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","cdc",24.7757692307692
"273","engerixb.adult",2009,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","cdc",25.7703296703297
"274","engerixb.adult",2010,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","cdc",27.3535714285714
"275","engerixb.adult",2011,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","cdc",27.6944505494506
"276","engerixb.adult",2012,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","cdc",26.2857967032967
"277","engerixb.adult",2013,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","cdc",24.8336263736264
"278","engerixb.adult",2014,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","cdc",25.1831868131868
"279","engerixb.adult",2015,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","cdc",24.2907692307692
"280","engerixb.adult",2016,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","cdc",24.7361538461538
"281","engerixb.adult",2017,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","cdc",25.7156593406593
"282","engerixb.adult",2018,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","cdc",26.705
"283","engerixb.adult",2019,"Hepatitis B Adult [5]","GlaxoSmithKline","engerixb","cdc",28.5526071428571
"284","engerixb.adult",2020,"Hepatitis B Adult [5]","GlaxoSmithKline","engerixb","cdc",28.6973269230769
"285","engerixb.adult",2021,"Hepatitis B Adult [5]","GlaxoSmithKline","engerixb","cdc",29.9320247252747
"286","engerixb.adult",2022,"Hepatitis B Adult [5]","GlaxoSmithKline","engerixb","cdc",33.495
"287","engerixb.adult",2023,"Hepatitis B Adult [5]","GlaxoSmithKline","engerixb","cdc",34.8664945054945
"288","engerixb.adult",2001,"Hepatitis
B-Adult•","GlaxoSmithKline","engerixb","private",51.73
"289","engerixb.adult",2002,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","private",51.73
"290","engerixb.adult",2003,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","private",51.0023076923077
"291","engerixb.adult",2004,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","private",48.65
"292","engerixb.adult",2005,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","private",51.335
"293","engerixb.adult",2006,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","private",50.6640934065934
"294","engerixb.adult",2007,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","private",50.35
"295","engerixb.adult",2008,"Hepatitis B-Adult•","GlaxoSmithKline","engerixb","private",50.9288461538462
"296","engerixb.adult",2009,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","private",52.5
"297","engerixb.adult",2010,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","private",52.5
"298","engerixb.adult",2011,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","private",52.5
"299","engerixb.adult",2012,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","private",52.5
"300","engerixb.adult",2013,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","private",52.5
"301","engerixb.adult",2014,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","private",52.5
"302","engerixb.adult",2015,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","private",52.5
"303","engerixb.adult",2016,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","private",52.5
"304","engerixb.adult",2017,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","private",54.0663461538461
"305","engerixb.adult",2018,"Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb","private",56.45
"306","engerixb.adult",2019,"Hepatitis B Adult [5]","GlaxoSmithKline","engerixb","private",58.1046703296703
"307","engerixb.adult",2020,"Hepatitis B Adult [5]","GlaxoSmithKline","engerixb","private",60.1571703296703
"308","engerixb.adult",2021,"Hepatitis B Adult [5]","GlaxoSmithKline","engerixb","private",61.86
"309","engerixb.adult",2022,"Hepatitis B Adult [5]","GlaxoSmithKline","engerixb","private",63.089217032967
"310","engerixb.adult",2023,"Hepatitis B Adult [5]","GlaxoSmithKline","engerixb","private",66.6295961538462
"311","engerixb.ped",2001,"Hepatitis B•¤ Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",9
"312","engerixb.ped",2002,"Hepatitis B•¤ Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",9.5978021978022
"313","engerixb.ped",2003,"Hepatitis B•¤ Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",9.14478021978022
"314","engerixb.ped",2004,"Hepatitis B• Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",9
"315","engerixb.ped",2005,"Hepatitis B• Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",9.4793956043956
"316","engerixb.ped",2006,"Hepatitis B• Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",9.0717032967033
"317","engerixb.ped",2007,"Hepatitis B• Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",9.1
"318","engerixb.ped",2008,"Hepatitis B• Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",9.20769230769231
"319","engerixb.ped",2009,"Hepatitis B[5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",9.68475274725275
"320","engerixb.ped",2010,"Hepatitis B[5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",10.1195054945055
"321","engerixb.ped",2011,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",10.3255494505495
"322","engerixb.ped",2012,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",10.6256043956044
"323","engerixb.ped",2013,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",10.8805494505495
"324","engerixb.ped",2014,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",11.0429120879121
"325","engerixb.ped",2015,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",11.08
"326","engerixb.ped",2016,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",11.47
"327","engerixb.ped",2017,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",12.1230769230769
"328","engerixb.ped",2018,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",13.6022527472527
"329","engerixb.ped",2019,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",15.527967032967
"330","engerixb.ped",2020,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",15.705989010989
"331","engerixb.ped",2021,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",15.6005549450549
"332","engerixb.ped",2022,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",16.1223901098901
"333","engerixb.ped",2023,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","cdc",16.737456043956
"334","engerixb.ped",2001,"Hepatitis B•¤ Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",24.2
"335","engerixb.ped",2002,"Hepatitis B•¤ Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",24.2
"336","engerixb.ped",2003,"Hepatitis B•¤ Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",23.5313736263736
"337","engerixb.ped",2004,"Hepatitis B• Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"338","engerixb.ped",2005,"Hepatitis B• Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"339","engerixb.ped",2006,"Hepatitis B• Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"340","engerixb.ped",2007,"Hepatitis B• Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"341","engerixb.ped",2008,"Hepatitis B• Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"342","engerixb.ped",2009,"Hepatitis B[5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"343","engerixb.ped",2010,"Hepatitis B[5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"344","engerixb.ped",2011,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"345","engerixb.ped",2012,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"346","engerixb.ped",2013,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"347","engerixb.ped",2014,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"348","engerixb.ped",2015,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",21.37
"349","engerixb.ped",2016,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",22.1425
"350","engerixb.ped",2017,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",22.4
"351","engerixb.ped",2018,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",22.8892857142857
"352","engerixb.ped",2019,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",23.5543406593407
"353","engerixb.ped",2020,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",24.1966456043956
"354","engerixb.ped",2021,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",25.3099505494505
"355","engerixb.ped",2022,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",26.0917032967033
"356","engerixb.ped",2023,"Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb","private",27.2708763736264
"357","gardasil9.adult",2015,"HPV-Human Papillomavirus 9 Valent","Merck","gardasil9","cdc",121.64
"358","gardasil9.adult",2016,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",119.04
"359","gardasil9.adult",2017,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",116.235494505495
"360","gardasil9.adult",2018,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",127.388357142857
"361","gardasil9.adult",2019,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",144.584739010989
"362","gardasil9.adult",2020,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",140.587
"363","gardasil9.adult",2021,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",150.232708791209
"364","gardasil9.adult",2022,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",162.179651098901
"365","gardasil9.adult",2023,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","cdc",171.482326923077
"366","gardasil9.adult",2015,"HPV-Human Papillomavirus 9 Valent","Merck","gardasil9","private",167.560819672131
"367","gardasil9.adult",2016,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",182.951648351648
"368","gardasil9.adult",2017,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",197.366373626374
"369","gardasil9.adult",2018,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",205.811538461538
"370","gardasil9.adult",2019,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",220.707090659341
"371","gardasil9.adult",2020,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",227.931
"372","gardasil9.adult",2021,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",237.882804945055
"373","gardasil9.adult",2022,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",256.324293956044
"374","gardasil9.adult",2023,"HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9","private",268.709126373626
"375","gardasil9.ped",2015,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",134.26
"376","gardasil9.ped",2016,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",137.019642857143
"377","gardasil9.ped",2017,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",148.939450549451
"378","gardasil9.ped",2018,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",163.190137362637
"379","gardasil9.ped",2019,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",174.802527472527
"380","gardasil9.ped",2020,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",184.7925
"381","gardasil9.ped",2021,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",194.018076923077
"382","gardasil9.ped",2022,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",205.149725274725
"383","gardasil9.ped",2023,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","cdc",220.530549450549
"384","gardasil9.ped",2015,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",166.07598540146
"385","gardasil9.ped",2016,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",182.951648351648
"386","gardasil9.ped",2017,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",197.366373626374
"387","gardasil9.ped",2018,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",205.811538461538
"388","gardasil9.ped",2019,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",220.707090659341
"389","gardasil9.ped",2020,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",227.931
"390","gardasil9.ped",2021,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",238.010552197802
"391","gardasil9.ped",2022,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",256.324293956044
"392","gardasil9.ped",2023,"HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9","private",268.709126373626
"393","havrix.adult",2001,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","cdc",16.82
"394","havrix.adult",2002,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","cdc",16.82
"395","havrix.adult",2003,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","cdc",16.8557692307692
"396","havrix.adult",2004,"Hepatitis A Adult","GlaxoSmithKline","havrix","cdc",17.75
"397","havrix.adult",2005,"Hepatitis
A Adult","GlaxoSmithKline","havrix","cdc",18.4876373626374
"398","havrix.adult",2006,"Hepatitis A Adult•","GlaxoSmithKline","havrix","cdc",18.842032967033
"399","havrix.adult",2007,"Hepatitis A Adult•","GlaxoSmithKline","havrix","cdc",19.0446428571429
"400","havrix.adult",2008,"Hepatitis A Adult•","GlaxoSmithKline","havrix","cdc",18.895
"401","havrix.adult",2009,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",19.7636263736264
"402","havrix.adult",2010,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",21.0927472527473
"403","havrix.adult",2011,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",21.2388461538462
"404","havrix.adult",2012,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",21.1944230769231
"405","havrix.adult",2013,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",23.3043681318681
"406","havrix.adult",2014,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",25.3670054945055
"407","havrix.adult",2015,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",25.73
"408","havrix.adult",2016,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",25.7246428571429
"409","havrix.adult",2017,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",25.7407142857143
"410","havrix.adult",2018,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",27.005
"411","havrix.adult",2019,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",29.5258076923077
"412","havrix.adult",2020,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",32.2824313186813
"413","havrix.adult",2021,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",34.7578708791209
"414","havrix.adult",2022,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",37.6073131868132
"415","havrix.adult",2023,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","cdc",38.569
"416","havrix.adult",2001,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","private",59.45
"417","havrix.adult",2002,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","private",59.45
"418","havrix.adult",2003,"Hepatitis A Adult¤","GlaxoSmithKline","havrix","private",57.7843406593407
"419","havrix.adult",2004,"Hepatitis A Adult","GlaxoSmithKline","havrix","private",52.4
"420","havrix.adult",2005,"Hepatitis
A Adult","GlaxoSmithKline","havrix","private",56.1078571428571
"421","havrix.adult",2006,"Hepatitis A Adult•","GlaxoSmithKline","havrix","private",55.3428846153846
"422","havrix.adult",2007,"Hepatitis A Adult•","GlaxoSmithKline","havrix","private",54.98
"423","havrix.adult",2008,"Hepatitis A Adult•","GlaxoSmithKline","havrix","private",56.5173076923077
"424","havrix.adult",2009,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",60.8886263736264
"425","havrix.adult",2010,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.1
"426","havrix.adult",2011,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.1272527472527
"427","havrix.adult",2012,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.7131868131868
"428","havrix.adult",2013,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.6450549450549
"429","havrix.adult",2014,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.6689010989011
"430","havrix.adult",2015,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.7131868131868
"431","havrix.adult",2016,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",63.7217032967033
"432","havrix.adult",2017,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",64.6762912087912
"433","havrix.adult",2018,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",66.6
"434","havrix.adult",2019,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",68.560521978022
"435","havrix.adult",2020,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",70.4162197802198
"436","havrix.adult",2021,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",73.5698543956044
"437","havrix.adult",2022,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",75.219021978022
"438","havrix.adult",2023,"Hepatitis A Adult [5]","GlaxoSmithKline","havrix","private",79.4493543956044
"439","havrix.ped",2001,"Hepatitis A Pediatric¤","GlaxoSmithKline","havrix","cdc",11.15
"440","havrix.ped",2002,"Hepatitis A Pediatric¤","GlaxoSmithKline","havrix","cdc",11.15
"441","havrix.ped",2003,"Hepatitis A Pediatric¤","GlaxoSmithKline","havrix","cdc",11.2266483516484
"442","havrix.ped",2004,"Hepatitis A Pediatric","GlaxoSmithKline","havrix","cdc",11.15
"443","havrix.ped",2005,"Hepatitis A Pediatric","GlaxoSmithKline","havrix","cdc",12.2281593406593
"444","havrix.ped",2006,"Hepatitis A Pediatric•","GlaxoSmithKline","havrix","cdc",12.2075549450549
"445","havrix.ped",2007,"Hepatitis A Pediatric•","GlaxoSmithKline","havrix","cdc",12.25
"446","havrix.ped",2008,"Hepatitis A Pediatric•","GlaxoSmithKline","havrix","cdc",12.25
"447","havrix.ped",2009,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",12.6195054945055
"448","havrix.ped",2010,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",13.1195054945055
"449","havrix.ped",2011,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",14.0054945054945
"450","havrix.ped",2012,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",14.6416483516484
"451","havrix.ped",2013,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",15.4223076923077
"452","havrix.ped",2014,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",16.0214285714286
"453","havrix.ped",2015,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",16.7973626373626
"454","havrix.ped",2016,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",17.625
"455","havrix.ped",2017,"Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix","cdc",18.4651648351648
